time,x1,x2,y_1,y_2,y_3,u
3.91,-0.327770472784389,0.327821709685814,-0.327770472784389,0.327821709685814,-0.327580816210992,0.327580816210992
3.92,-0.32451070840037,0.324560330901477,-0.32451070840037,0.324560330901477,-0.324327027630035,0.324327027630035
3.93,-0.321283328601345,0.321331387569542,-0.321283328601345,0.321331387569542,-0.3211054353452,0.3211054353452
3.94,-0.318088012750036,0.318134557449974,-0.318088012750036,0.318134557449974,-0.317915724651917,0.317915724651917
3.95,-0.314924443349314,0.314969521493385,-0.314924443349314,0.314969521493385,-0.314757583798837,0.314757583798837
3.96,-0.311792306012534,0.311835963809783,-0.311792306012534,0.311835963809783,-0.31163070396405,0.31163070396405
3.97,-0.308691289434121,0.308733571637612,-0.308691289434121,0.308733571637612,-0.308534779231381,0.308534779231381
3.98,-0.305621085360393,0.305662035313088,-0.305621085360393,0.305662035313088,-0.305469506566736,0.305469506566736
3.99,-0.302581388560639,0.302621048239824,-0.302581388560639,0.302621048239824,-0.30243458579453,0.30243458579453
4,-0.299571896798428,0.299610306858746,-0.299571896798428,0.299610306858746,-0.299429719574179,0.299429719574179
4.01,-0.296592310803166,0.296629510618292,-0.296592310803166,0.296629510618292,-0.296454613376672,0.296454613376672
4.02,-0.293642334241891,0.293678361944893,-0.293642334241891,0.293678361944893,-0.293508975461235,0.293508975461235
4.03,-0.290721673691311,0.290756566213738,-0.290721673691311,0.290756566213738,-0.290592516852067,0.290592516852067
4.04,-0.287830038610075,0.287863831719819,-0.287830038610075,0.287863831719819,-0.287704951315174,0.287704951315174
4.05,-0.284967141311287,0.284999869649243,-0.284967141311287,0.284999869649243,-0.284845995335299,0.284845995335299
4.06,-0.282132696935248,0.282164394050828,-0.282132696935248,0.282164394050828,-0.282015368092942,0.282015368092942
4.07,-0.279326423422445,0.279357121807969,-0.279326423422445,0.279357121807969,-0.279212791441484,0.279212791441484
4.08,-0.276548041486761,0.276577772610761,-0.276548041486761,0.276577772610761,-0.276437989884416,0.276437989884416
4.09,-0.273797274588928,0.273826068928409,-0.273797274588928,0.273826068928409,-0.27369069055267,0.27369069055267
4.1,-0.271073848910203,0.271101735981885,-0.271073848910203,0.271101735981885,-0.270970623182064,0.270970623182064
4.11,-0.26837749332628,0.268404501716852,-0.26837749332628,0.268404501716852,-0.26827752009085,0.26827752009085
4.12,-0.265707939381428,0.265734096776856,-0.265707939381428,0.265734096776856,-0.265611116157388,0.265611116157388
4.13,-0.263064921262857,0.26309025447676,-0.263064921262857,0.26309025447676,-0.262971148797924,0.262971148797924
4.14,-0.260448175775308,0.26047271077645,-0.260448175775308,0.26047271077645,-0.260357357944496,0.260357357944496
4.15,-0.257857442315874,0.257881204254779,-0.257857442315874,0.257881204254779,-0.257769486022956,0.257769486022956
4.16,-0.255292462849038,0.255315476083773,-0.255292462849038,0.255315476083773,-0.255207277931111,0.255207277931111
4.17,-0.252752981881932,0.252775270003079,-0.252752981881932,0.252775270003079,-0.252670481016998,0.252670481016998
4.18,-0.250238746439828,0.250260332294662,-0.250238746439828,0.250260332294662,-0.250158845057276,0.250158845057276
4.19,-0.247749506041832,0.247770411757743,-0.247749506041832,0.247770411757743,-0.247672122235749,0.247672122235749
4.2,-0.245285012676808,0.245305259683987,-0.245285012676808,0.245305259683987,-0.245210067122018,0.245210067122018
4.21,-0.242845020779516,0.242864629832917,-0.242845020779516,0.242864629832917,-0.242772436650264,0.242772436650264
4.22,-0.240429287206961,0.240448278407581,-0.240429287206961,0.240448278407581,-0.240358990098158,0.240358990098158
4.23,-0.238037571214958,0.23805596403044,-0.238037571214958,0.23805596403044,-0.237969489065914,0.237969489065914
4.24,-0.235669634434913,0.235687447719503,-0.235669634434913,0.235687447719503,-0.235603697455463,0.235603697455463
4.25,-0.233325240850806,0.233342492864681,-0.233325240850806,0.233342492864681,-0.233261381449774,0.233261381449774
4.26,-0.231004156776393,0.231020865204378,-0.231004156776393,0.231020865204378,-0.230942309492302,0.230942309492302
4.27,-0.228706150832609,0.228722332802305,-0.228706150832609,0.228722332802305,-0.228646252266577,0.228646252266577
4.28,-0.22643099392518,0.226446666024522,-0.22643099392518,0.226446666024522,-0.226372982675932,0.226372982675932
4.29,-0.224178459222438,0.224193637516701,-0.224178459222438,0.224193637516701,-0.224122275823365,0.224122275823365
4.3,-0.221948322133343,0.221963022181608,-0.221948322133343,0.221963022181608,-0.221893908991542,0.221893908991542
4.31,-0.219740360285704,0.219754597156807,-0.219740360285704,0.219754597156807,-0.21968766162294,0.21968766162294
4.32,-0.2175543535046,0.21756814179258,-0.2175543535046,0.21756814179258,-0.21750331530013,0.21750331530013
4.33,-0.215390083791002,0.215403437630063,-0.215390083791002,0.215403437630063,-0.215340653726198,0.215340653726198
4.34,-0.213247335300593,0.213260268379587,-0.213247335300593,0.213260268379587,-0.21319946270531,0.21319946270531
4.35,-0.211125894322777,0.211138419899243,-0.211125894322777,0.211138419899243,-0.211079530123414,0.211079530123414
4.36,-0.209025549259896,0.209037680173647,-0.209025549259896,0.209037680173647,-0.208980645929088,0.208980645929088
4.37,-0.206946090606625,0.20695783929291,-0.206946090606625,0.20695783929291,-0.206902602114528,0.206902602114528
4.38,-0.204887310929571,0.204898689431822,-0.204887310929571,0.204898689431822,-0.204845192696672,0.204845192696672
4.39,-0.202849004847052,0.20286002482923,-0.202849004847052,0.20286002482923,-0.202808213698475,0.202808213698475
4.4,-0.200830969009072,0.200841641767623,-0.200830969009072,0.200841641767623,-0.200791463130318,0.200791463130318
4.41,-0.198833002077479,0.198843338552915,-0.198833002077479,0.198843338552915,-0.198794740971563,0.198794740971563
4.42,-0.19685490470631,0.196864915494424,-0.19685490470631,0.196864915494424,-0.19681784915225,0.19681784915225
4.43,-0.194896479522323,0.194906174885048,-0.194896479522323,0.194906174885048,-0.19486059153493,0.19486059153493
4.44,-0.192957531105701,0.192966920981635,-0.192957531105701,0.192966920981635,-0.192922773896647,0.192922773896647
4.45,-0.191037865970955,0.191046959985541,-0.191037865970955,0.191046959985541,-0.191004203911057,0.191004203911057
4.46,-0.189137292547987,0.189146100023387,-0.189137292547987,0.189146100023387,-0.189104691130686,0.189104691130686
4.47,-0.187255621163348,0.187264151127995,-0.187255621163348,0.187264151127995,-0.187224046969337,0.187224046969337
4.48,-0.185392664021662,0.185400925219517,-0.185392664021662,0.185400925219517,-0.185362084684628,0.185362084684628
4.49,-0.183548235187229,0.183556236086743,-0.183548235187229,0.183556236086743,-0.183518619360674,0.183518619360674
4.5,-0.181722150565803,0.181729899368598,-0.181722150565803,0.181729899368598,-0.181693467890911,0.181693467890911
4.51,-0.179914227886542,0.17992173253582,-0.179914227886542,0.17992173253582,-0.179886448961061,0.179886448961061
4.52,-0.178124286684127,0.17813155487281,-0.178124286684127,0.17813155487281,-0.178097383032225,0.178097383032225
4.53,-0.176352148281051,0.17635918745967,-0.176352148281051,0.17635918745967,-0.176326092324131,0.176326092324131
4.54,-0.174597635770082,0.17460445315441,-0.174597635770082,0.17460445315441,-0.174572400798506,0.174572400798506
4.55,-0.172860573996882,0.172867176575335,-0.172860573996882,0.172867176575335,-0.172836134142594,0.172836134142594
4.56,-0.1711407895428,0.171147184083599,-0.1711407895428,0.171147184083599,-0.17111711975281,0.17111711975281
4.57,-0.169438110707828,0.169444303765938,-0.169438110707828,0.169444303765938,-0.169415186718529,0.169415186718529
4.58,-0.167752367493713,0.167758365417561,-0.167752367493713,0.167758365417561,-0.167730165806009,0.167730165806009
4.59,-0.166083391587242,0.166089200525223,-0.166083391587242,0.166089200525223,-0.166061889442459,0.166061889442459
4.6,-0.16443101634367,0.164436642250456,-0.16443101634367,0.164436642250456,-0.164410191700227,0.164410191700227
4.61,-0.162795076770327,0.162800525412964,-0.162795076770327,0.162800525412964,-0.162774908281141,0.162774908281141
4.62,-0.16117540951036,0.161180686474185,-0.16117540951036,0.161180686474185,-0.161155876500964,0.161155876500964
4.63,-0.159571852826652,0.159576963521014,-0.159571852826652,0.159576963521014,-0.159552935274001,0.159552935274001
4.64,-0.157984246585877,0.157989196249685,-0.157984246585877,0.157989196249685,-0.157965925097824,0.157965925097824
4.65,-0.156412432242719,0.156417225949813,-0.156412432242719,0.156417225949813,-0.156394688038134,0.156394688038134
4.66,-0.15485625282424,0.154860895488588,-0.15485625282424,0.154860895488588,-0.154839067713759,0.154839067713759
