time,x1,x2,y_1,y_2,y_3,u
0,4,10,4,10,26.6524758424985,-26.6524758424985
0.01,3.80532344501678,10.03902354472,3.80532344501678,10.03902354472,26.2059474264582,-26.2059474264582
0.02,3.61430587544169,10.0761186654322,3.61430587544169,10.0761186654322,25.7658781029913,-25.7658781029913
0.03,3.42689173931609,10.1113216735886,3.42689173931609,10.1113216735886,25.3321811883456,-25.3321811883456
0.04,3.24302625028191,10.1446683289582,3.24302625028191,10.1446683289582,24.9047711104951,-24.9047711104951
0.05,3.06265537759732,10.1761938472325,3.06265537759732,10.1761938472325,24.4835633953072,-24.4835633953072
0.06,2.885725836278,10.2059329075329,2.885725836278,10.2059329075329,24.0684746528788,-24.0684746528788
0.07,2.71218507736266,10.2339196598187,2.71218507736266,10.2339196598187,23.6594225640382,-23.6594225640382
0.08,2.54198127830103,10.2601877322,2.54198127830103,10.2601877322,23.2563258670123,-23.2563258670123
0.09,2.37506333346299,10.2847702381536,2.37506333346299,10.2847702381536,22.8591043442555,-22.8591043442555
0.1,2.21138084476725,10.3076997836455,2.21138084476725,10.3076997836455,22.4676788094394,-22.4676788094394
0.11,2.05088411242824,10.3290084741602,2.05088411242824,10.3290084741602,22.0819710946012,-22.0819710946012
0.12,1.89352412581958,10.3487279216376,1.89352412581958,10.3487279216376,21.7019040374482,-21.7019040374482
0.13,1.73925255445285,10.3668892513195,1.73925255445285,10.3668892513195,21.3274014688185,-21.3274014688185
0.14,1.58802173907017,10.3835231085063,1.58802173907017,10.3835231085063,20.9583882002926,-20.9583882002926
0.15,1.43978468284916,10.3986596652254,1.43978468284916,10.3986596652254,20.594790011958,-20.594790011958
0.16,1.29449504271902,10.4123286268119,1.29449504271902,10.4123286268119,20.2365336403218,-20.2365336403218
0.17,1.15210712078622,10.4245592384031,1.15210712078622,10.4245592384031,19.883546766372,-19.883546766372
0.18,1.01257585586851,10.4353802913479,1.01257585586851,10.4353802913479,19.5357580037829,-19.5357580037829
0.19,0.875856815135973,10.4448201295322,0.875856815135973,10.4448201295322,19.1930968872663,-19.1930968872663
0.2,0.741906185857712,10.4529066556208,0.741906185857712,10.4529066556208,18.8554938610637,-18.8554938610637
0.21,0.610680767252888,10.4596673372178,0.610680767252888,10.4596673372178,18.5228802675794,-18.5228802675794
0.22,0.482137962444889,10.4651292129456,0.482137962444889,10.4651292129456,18.1951883361528,-18.1951883361528
0.23,0.35623577051728,10.4693188984443,0.35623577051728,10.4693188984443,17.8723511719672,-17.8723511719672
0.24,0.232932778670329,10.4722625922917,0.232932778670329,10.4722625922917,17.554302745095,-17.554302745095
0.25,0.112188154476839,10.4739860818462,0.112188154476839,10.4739860818462,17.240977879676,-17.240977879676
0.26,-0.00603836176391549,10.4745147490116,-0.00603836176391549,10.4745147490116,16.9323122432286,-16.9323122432286
0.27,-0.12178646457537,10.4738735759271,-0.12178646457537,10.4738735759271,16.6282423360914,-16.6282423360914
0.28,-0.235095290757168,10.4720871505811,-0.235095290757168,10.4720871505811,16.3287054809939,-16.3287054809939
0.29,-0.346003426744139,10.4691796723522,-0.346003426744139,10.4691796723522,16.0336398127553,-16.0336398127553
0.3,-0.45454891587195,10.4651749574762,-0.45454891587195,10.4651749574762,15.7429842681085,-15.7429842681085
0.31,-0.560769265550553,10.4600964444409,-0.560769265550553,10.4600964444409,15.4566785756496,-15.4566785756496
0.32,-0.664701454346592,10.4539671993101,-0.664701454346592,10.4539671993101,15.1746632459095,-15.1746632459095
0.33,-0.766381938975879,10.4468099209773,-0.766381938975879,10.4468099209773,14.8968795615479,-14.8968795615479
0.34,-0.865846661207054,10.4386469463488,-0.865846661207054,10.4386469463488,14.623269567667,-14.623269567667
0.35,-0.963131054677534,10.42950025546,-0.963131054677534,10.42950025546,14.3537760622436,-14.3537760622436
0.36,-1.05827005162282,10.419391476522,-1.05827005162282,10.419391476522,14.088342586679,-14.088342586679
0.37,-1.15129808952026,10.4083418909034,-1.15129808952026,10.4083418909034,13.8269134164642,-13.8269134164642
0.38,-1.24224911764827,10.396372438044,-1.24224911764827,10.396372438044,13.5694335519601,-13.5694335519601
0.39,-1.33115660356215,10.383503720305,-1.33115660356215,10.383503720305,13.3158487092899,-13.3158487092899
0.4,-1.41805353948741,10.369756007754,-1.41805353948741,10.369756007754,13.0661053113442,-13.0661053113442
0.41,-1.50297244863179,10.3551492428864,-1.50297244863179,10.3551492428864,12.8201504788953,-12.8201504788953
0.42,-1.58594539141673,10.3397030452851,-1.58594539141673,10.3397030452851,12.5779320218219,-12.5779320218219
0.43,-1.66700397162962,10.3234367162166,-1.66700397162962,10.3234367162166,12.3393984304397,-12.3393984304397
0.44,-1.74617934249746,10.3063692431676,-1.74617934249746,10.3063692431676,12.1044988669404,-12.1044988669404
0.45,-1.82350221268321,10.2885193043202,-1.82350221268321,10.2885193043202,11.8731831569342,-11.8731831569342
0.46,-1.89900285220555,10.2699052729681,-1.89900285220555,10.2699052729681,11.645401781097,-11.645401781097
0.47,-1.97271109828319,10.2505452218735,-1.97271109828319,10.2505452218735,11.4211058669196,-11.4211058669196
0.48,-2.04465636110448,10.2304569275664,-2.04465636110448,10.2304569275664,11.2002471805591,-11.2002471805591
0.49,-2.11486762952343,10.2096578745865,-2.11486762952343,10.2096578745865,10.9827781187898,-10.9827781187898
0.5,-2.18337347668293,10.1881652596679,-2.18337347668293,10.1881652596679,10.7686517010527,-10.7686517010527
0.51,-2.2502020655661,10.1659959958688,-2.2502020655661,10.1659959958688,10.5578215616038,-10.5578215616038
