10,2.295
11,1.7824
12,1.4952
13,1.3119
14,1.1849
15,1.0918
16,1.0208
17,0.9648
18,0.91964
19,0.88246
20,0.85135
21,0.82496
22,0.80233
23,0.78272
24,0.76558
25,0.75049
26,0.73712
27,0.7252
28,0.71453
29,0.70492
30,0.69623
31,0.68836
32,0.68119
33,0.67464
34,0.66865
35,0.66315
36,0.65809
37,0.65343
38,0.64913
39,0.64514
40,0.64146
41,0.63803
42,0.63485
43,0.6319
44,0.62915
45,0.62658
46,0.62419
47,0.62196
48,0.61988
49,0.61794
50,0.61612
51,0.61442
52,0.61284
53,0.61135
54,0.60996
55,0.60867
56,0.60745
57,0.60632
58,0.60526
59,0.60427
60,0.60335
61,0.60249
62,0.60169
63,0.60095
64,0.60026
65,0.59962
66,0.59902
67,0.59847
68,0.59797
69,0.5975
70,0.59707
71,0.59668
72,0.59633
73,0.59601
74,0.59572
75,0.59546
76,0.59522
77,0.59502
78,0.59484
79,0.59469
80,0.59456
81,0.59446
82,0.59438
83,0.59432
84,0.59428
85,0.59426
86,0.59425
87,0.59427
88,0.5943
89,0.59435
90,0.59442
91,0.5945
92,0.5946
93,0.59471
94,0.59483
95,0.59497
96,0.59512
97,0.59529
98,0.59546
99,0.59565
100,0.59585
101,0.59605
102,0.59627
103,0.5965
104,0.59674
105,0.59699
106,0.59724
107,0.59751
108,0.59778
109,0.59807
110,0.59836
111,0.59865
112,0.59896
113,0.59927
114,0.59959
115,0.59992
116,0.60025
117,0.60059
118,0.60093
119,0.60128
120,0.60164
121,0.602
122,0.60237
123,0.60274
124,0.60312
125,0.6035
126,0.60389
127,0.60428
128,0.60468
129,0.60508
130,0.60549
131,0.60589
132,0.60631
133,0.60673
134,0.60715
135,0.60757
136,0.608
137,0.60843
138,0.60887
139,0.6093
140,0.60975
141,0.61019
142,0.61064
143,0.61109
144,0.61154
145,0.612
146,0.61246
147,0.61292
148,0.61338
149,0.61385
150,0.61432
151,0.61479
152,0.61526
153,0.61574
154,0.61621
155,0.61669
156,0.61717
157,0.61766
158,0.61814
159,0.61863
160,0.61912
161,0.61961
162,0.6201
163,0.62059
164,0.62109
165,0.62159
166,0.62208
167,0.62258
168,0.62309
169,0.62359
170,0.62409
171,0.6246
172,0.6251
173,0.62561
174,0.62612
175,0.62663
176,0.62714
177,0.62765
178,0.62817
179,0.62868
180,0.62919
181,0.62971
182,0.63023
183,0.63074
184,0.63126
185,0.63178
186,0.6323
187,0.63282
188,0.63334
189,0.63387
190,0.63439
191,0.63491
192,0.63544
193,0.63596
194,0.63649
195,0.63701
196,0.63754
197,0.63806
198,0.63859
199,0.63912
200,0.63965
201,0.64018
202,0.64071
203,0.64123
204,0.64176
205,0.64229
206,0.64282
207,0.64336
208,0.64389
209,0.64442
210,0.64495
211,0.64548
212,0.64601
213,0.64654
214,0.64708
215,0.64761
216,0.64814
217,0.64867
218,0.64921
219,0.64974
220,0.65027
221,0.65081
222,0.65134
223,0.65187
224,0.65241
225,0.65294
226,0.65347
227,0.65401
228,0.65454
229,0.65507
230,0.65561
231,0.65614
232,0.65667
233,0.65721
234,0.65774
235,0.65827
236,0.65881
237,0.65934
238,0.65987
239,0.66041
240,0.66094
241,0.66147
242,0.662
243,0.66254
244,0.66307
245,0.6636
246,0.66413
247,0.66466
248,0.66519
249,0.66573
250,0.66626
251,0.66679
252,0.66732
253,0.66785
254,0.66838
255,0.66891
256,0.66944
257,0.66997
258,0.67049
259,0.67102
260,0.67155
261,0.67208
262,0.67261
263,0.67313
264,0.67366
265,0.67419
266,0.67471
267,0.67524
268,0.67577
269,0.67629
270,0.67682
271,0.67734
272,0.67787
273,0.67839
274,0.67891
275,0.67944
276,0.67996
277,0.68048
278,0.681
279,0.68152
280,0.68205
281,0.68257
282,0.68309
283,0.68361
284,0.68413
285,0.68464
286,0.68516
287,0.68568
288,0.6862
289,0.68672
290,0.68723
291,0.68775
292,0.68827
293,0.68878
294,0.6893
295,0.68981
296,0.69032
297,0.69084
298,0.69135
299,0.69186
300,0.69238
301,0.69289
302,0.6934
303,0.69391
304,0.69442
305,0.69493
306,0.69544
307,0.69595
308,0.69645
309,0.69696
310,0.69747
311,0.69797
312,0.69848
313,0.69898
314,0.69949
315,0.69999
316,0.7005
317,0.701
318,0.7015
319,0.702
320,0.70251
321,0.70301
322,0.70351
323,0.70401
324,0.70451
325,0.705
326,0.7055
327,0.706
328,0.7065
329,0.70699
330,0.70749
331,0.70798
332,0.70848
333,0.70897
334,0.70946
335,0.70996
336,0.71045
337,0.71094
338,0.71143
339,0.71192
340,0.71241
341,0.7129
342,0.71339
343,0.71388
344,0.71436
345,0.71485
346,0.71533
347,0.71582
348,0.7163
349,0.71679
350,0.71727
351,0.71775
352,0.71824
353,0.71872
354,0.7192
355,0.71968
356,0.72016
357,0.72064
358,0.72111
359,0.72159
360,0.72207
361,0.72254
362,0.72302
363,0.72349
364,0.72397
365,0.72444
366,0.72492
367,0.72539
368,0.72586
369,0.72633
370,0.7268
371,0.72727
372,0.72774
373,0.72821
374,0.72867
375,0.72914
376,0.72961
377,0.73007
378,0.73054
379,0.731
380,0.73146
381,0.73193
382,0.73239
383,0.73285
384,0.73331
385,0.73377
386,0.73423
387,0.73469
388,0.73515
389,0.7356
390,0.73606
391,0.73651
392,0.73697
393,0.73742
394,0.73788
395,0.73833
396,0.73878
397,0.73923
398,0.73968
399,0.74013
400,0.74058
401,0.74103
402,0.74148
403,0.74193
404,0.74237
405,0.74282
